,predictions,true_labels
0,5.317571640014648,5.258260726928711
1,5.163786888122559,5.163102149963379
2,5.075077056884766,5.091560363769531
3,5.074484825134277,5.015528678894043
4,4.94786262512207,4.9481520652771
5,4.898621559143066,4.892045021057129
6,4.845958232879639,4.8284502029418945
7,4.796664714813232,4.768796920776367
8,4.748715400695801,4.712902069091797
9,4.714005947113037,4.660121917724609
10,4.646698951721191,4.609796524047852
11,4.510839462280273,4.562258720397949
12,4.480320930480957,4.5171003341674805
13,4.464221000671387,4.47416353225708
14,4.449801445007324,4.432954788208008
15,4.3045172691345215,4.392330646514893
16,4.287967205047607,4.354770660400391
17,4.262367248535156,4.31843376159668
18,4.232815742492676,4.283725738525391
19,4.185190200805664,4.25016450881958
20,4.159306526184082,4.217898845672607
21,4.148979663848877,4.186856269836426
22,4.135207653045654,4.156757354736328
23,4.057406425476074,4.1275739669799805
24,4.062631607055664,4.099569320678711
25,4.065989017486572,4.072182655334473
26,4.007759094238281,4.045536994934082
27,4.01625919342041,4.018799304962158
28,3.9771740436553955,3.9940006732940674
29,4.025815010070801,3.969869613647461
30,5.286072731018066,5.250463485717773
31,5.224488258361816,5.163172245025635
32,5.119007110595703,5.093857765197754
33,5.10272216796875,5.0152363777160645
34,4.962530136108398,4.9476704597473145
35,4.889692306518555,4.891727447509766
36,4.835141658782959,4.828317642211914
37,4.78933048248291,4.768794059753418
38,4.707472801208496,4.712502479553223
39,4.675595283508301,4.659858703613281
40,4.618879318237305,4.609778881072998
41,4.5634660720825195,4.562305450439453
42,4.487240791320801,4.517129898071289
43,4.452905654907227,4.474217414855957
44,4.447420120239258,4.4329986572265625
45,4.307809829711914,4.392330169677734
46,4.287833213806152,4.354775428771973
47,4.262367248535156,4.318438529968262
48,4.234889984130859,4.283730506896973
49,4.192397117614746,4.250290393829346
50,4.159306526184082,4.217903137207031
51,4.148979663848877,4.186861038208008
52,4.133893966674805,4.15676212310791
53,4.0579938888549805,4.127597808837891
54,4.0629682540893555,4.099573612213135
55,4.062677383422852,4.072211742401123
56,4.005784034729004,4.045561790466309
57,4.0172200202941895,4.019341468811035
58,4.018856048583984,3.994913101196289
59,4.022819995880127,3.9706220626831055
60,5.814654350280762,5.772233009338379
61,5.599581241607666,5.683985710144043
62,5.522736549377441,5.601845741271973
63,5.505863189697266,5.519876956939697
64,5.518975257873535,5.449867248535156
65,5.4316864013671875,5.3687615394592285
66,5.306952476501465,5.323627471923828
67,5.176834583282471,5.271979331970215
68,5.162234783172607,5.213369846343994
69,5.160900115966797,5.162336349487305
70,5.050872325897217,5.1102294921875
71,5.0248003005981445,5.0726542472839355
72,4.993154525756836,5.041060447692871
73,4.936955451965332,4.988412857055664
74,4.912324905395508,4.969657897949219
75,4.904295921325684,4.92978572845459
76,4.866579055786133,4.8914475440979
77,4.838747024536133,4.854606628417969
78,4.797892093658447,4.819019317626953
79,4.782918453216553,4.785085678100586
80,4.740149974822998,4.751896858215332
81,4.7334418296813965,4.720113754272461
82,4.67394495010376,4.689474105834961
83,4.633476257324219,4.659652233123779
84,4.589838981628418,4.630753040313721
85,4.566643714904785,4.602726459503174
86,4.53383731842041,4.575559616088867
87,4.472157955169678,4.549106597900391
88,4.4633870124816895,4.523471832275391
89,4.456475734710693,4.498618125915527
90,5.841377258300781,5.778295040130615
91,5.589455604553223,5.680826187133789
92,5.576676368713379,5.5938568115234375
93,5.45237398147583,5.525826930999756
94,5.467004776000977,5.4439697265625
95,5.284192085266113,5.389907360076904
96,5.241631031036377,5.316988945007324
