,predictions,true_labels
0,5.324609279632568,5.258260726928711
1,5.26251220703125,5.163102149963379
2,4.991018295288086,5.091560363769531
3,5.090089797973633,5.015528678894043
4,4.95222806930542,4.9481520652771
5,4.840723991394043,4.892045021057129
6,4.8175764083862305,4.8284502029418945
7,4.7911376953125,4.768796920776367
8,4.7483062744140625,4.712902069091797
9,4.725444793701172,4.660121917724609
10,4.66744327545166,4.609796524047852
11,4.578165531158447,4.562258720397949
12,4.53220272064209,4.5171003341674805
13,4.4956464767456055,4.47416353225708
14,4.451369285583496,4.432954788208008
15,4.384077072143555,4.392330646514893
16,4.355916976928711,4.354770660400391
17,4.318187713623047,4.31843376159668
18,4.284923553466797,4.283725738525391
19,4.235261917114258,4.25016450881958
20,4.218140125274658,4.217898845672607
21,4.1979827880859375,4.186856269836426
22,4.176473617553711,4.156757354736328
23,4.127437591552734,4.1275739669799805
24,4.122833728790283,4.099569320678711
25,4.1146674156188965,4.072182655334473
26,4.074195861816406,4.045536994934082
27,4.051811218261719,4.018799304962158
28,4.049725532531738,3.9940006732940674
29,4.048141956329346,3.969869613647461
30,5.259321212768555,5.250463485717773
31,5.2514190673828125,5.163172245025635
32,5.084498882293701,5.093857765197754
33,5.060102462768555,5.0152363777160645
34,4.961939811706543,4.9476704597473145
35,4.833759307861328,4.891727447509766
36,4.810347080230713,4.828317642211914
37,4.7859954833984375,4.768794059753418
38,4.731197834014893,4.712502479553223
39,4.711949825286865,4.659858703613281
40,4.6583380699157715,4.609778881072998
41,4.606270790100098,4.562305450439453
42,4.554234504699707,4.517129898071289
43,4.502507209777832,4.474217414855957
44,4.449872970581055,4.4329986572265625
45,4.385105133056641,4.392330169677734
46,4.356744289398193,4.354775428771973
47,4.318147659301758,4.318438529968262
48,4.291569709777832,4.283730506896973
49,4.2420430183410645,4.250290393829346
50,4.2180986404418945,4.217903137207031
51,4.197941780090332,4.186861038208008
52,4.177041530609131,4.15676212310791
53,4.129978179931641,4.127597808837891
54,4.122386455535889,4.099573612213135
55,4.1156110763549805,4.072211742401123
56,4.073863983154297,4.045561790466309
57,4.068912029266357,4.019341468811035
58,4.05954122543335,3.994913101196289
59,4.052201271057129,3.9706220626831055
60,5.853465557098389,5.772233009338379
61,5.7573394775390625,5.683985710144043
62,5.601553916931152,5.601845741271973
63,5.523359775543213,5.519876956939697
64,5.55205774307251,5.449867248535156
65,5.502628326416016,5.3687615394592285
66,5.254363059997559,5.323627471923828
67,5.189770698547363,5.271979331970215
68,5.184689521789551,5.213369846343994
69,5.167900085449219,5.162336349487305
70,5.067771911621094,5.1102294921875
71,5.017242431640625,5.0726542472839355
72,4.993051528930664,5.041060447692871
73,4.942126750946045,4.988412857055664
74,4.869870662689209,4.969657897949219
75,4.859374046325684,4.92978572845459
76,4.846318244934082,4.8914475440979
77,4.8366007804870605,4.854606628417969
78,4.812193870544434,4.819019317626953
79,4.8036789894104,4.785085678100586
80,4.78408145904541,4.751896858215332
81,4.761273384094238,4.720113754272461
82,4.731868743896484,4.689474105834961
83,4.696933269500732,4.659652233123779
84,4.6632819175720215,4.630753040313721
85,4.643277168273926,4.602726459503174
86,4.609511375427246,4.575559616088867
87,4.562026023864746,4.549106597900391
88,4.556708335876465,4.523471832275391
89,4.5249481201171875,4.498618125915527
90,5.815362453460693,5.778295040130615
91,5.551063537597656,5.680826187133789
92,5.58773136138916,5.5938568115234375
93,5.492297172546387,5.525826930999756
94,5.4382524490356445,5.4439697265625
95,5.2415924072265625,5.389907360076904
96,5.286840438842773,5.316988945007324
97,5.31960916519165,5.25739049911499
98,5.21833610534668,5.217879295349121
99,5.13228702545166,5.161441802978516
100,5.094569206237793,5.117854118347168
101,4.996883869171143,5.074170112609863
102,5.004641532897949,5.0402984619140625
103,4.950443267822266,4.998270511627197
104,4.869664669036865,4.969666004180908
105,4.862215042114258,4.929577827453613
106,4.845926761627197,4.891313076019287
107,4.828376293182373,4.854438304901123
108,4.809198379516602,4.819052696228027
109,4.753760814666748,4.784821510314941
110,4.771160125732422,4.751941680908203
111,4.75258207321167,4.720199108123779
112,4.714263439178467,4.68917989730835
113,4.6965556144714355,4.65956974029541
114,4.6655426025390625,4.630770683288574
115,4.637711524963379,4.602750778198242
116,4.615339279174805,4.575563430786133
117,4.579385280609131,4.54918098449707
118,4.537166595458984,4.523479461669922
119,4.522727012634277,4.498627662658691
120,6.165149688720703,6.19986629486084
121,6.07434606552124,6.092790126800537
122,5.955967426300049,5.9988532066345215
123,5.954921722412109,5.917783260345459
124,5.962619304656982,5.833770275115967
125,5.819202423095703,5.776264667510986
126,5.694806098937988,5.704456329345703
127,5.716432571411133,5.652761936187744
128,5.6482110023498535,5.592757225036621
129,5.439596176147461,5.552225589752197
130,5.462533950805664,5.496540546417236
131,5.52420711517334,5.444465160369873
132,5.355706214904785,5.39622163772583
133,5.318587303161621,5.355532169342041
134,5.392378807067871,5.326972007751465
135,5.227611541748047,5.295745849609375
136,5.259097099304199,5.254672050476074
137,5.233168601989746,5.216409683227539
138,5.126726150512695,5.18345832824707
139,5.154083251953125,5.1569366455078125
140,5.079509735107422,5.120954513549805
141,5.07784366607666,5.096857070922852
142,5.023318767547607,5.07000207901001
143,5.02182674407959,5.054823875427246
144,4.977316856384277,5.015223503112793
145,4.9691290855407715,4.998898506164551
146,4.960484981536865,4.971360683441162
147,4.961600303649902,4.944765567779541
148,4.960851192474365,4.918930530548096
149,4.9583611488342285,4.893475532531738
150,6.245790958404541,6.193115711212158
151,6.080581188201904,6.099812030792236
152,5.973886966705322,5.9991774559021
153,5.884088516235352,5.921128273010254
154,5.893813610076904,5.840171813964844
155,5.794331073760986,5.766576290130615
156,5.6375322341918945,5.7041850090026855
157,5.650923728942871,5.654895782470703
158,5.533111095428467,5.59896993637085
159,5.475552558898926,5.547478199005127
160,5.511749267578125,5.497038841247559
161,5.336124420166016,5.450235366821289
162,5.300887584686279,5.404979705810547
163,5.334349632263184,5.362804412841797
164,5.296818733215332,5.3180437088012695
165,5.189443588256836,5.293147087097168
166,5.209027290344238,5.250448226928711
167,5.189818859100342,5.215107440948486
168,5.140739440917969,5.180681228637695
169,5.070958137512207,5.148622512817383
170,5.106975078582764,5.119349479675293
171,5.042132377624512,5.100499629974365
172,5.052600860595703,5.068830490112305
173,5.009201526641846,5.046788215637207
174,4.973353385925293,5.027101039886475
175,4.962846755981445,4.998754501342773
176,4.955720901489258,4.971166133880615
177,4.963743686676025,4.944697380065918
178,4.951826572418213,4.918465614318848
179,4.959624767303467,4.8935956954956055
180,6.547808647155762,6.555172443389893
181,6.413072109222412,6.454425811767578
182,6.24609375,6.355629920959473
183,6.325611591339111,6.261990070343018
184,6.185527801513672,6.1807661056518555
185,6.105046272277832,6.104240417480469
186,6.095951080322266,6.0242509841918945
187,5.944342613220215,5.974518299102783
188,5.903284072875977,5.914134502410889
189,5.806556224822998,5.85595703125
190,5.698413848876953,5.8074631690979
191,5.734336853027344,5.7562031745910645
192,5.772157669067383,5.714929580688477
193,5.614699840545654,5.6730804443359375
194,5.5991411209106445,5.634982109069824
195,5.556423187255859,5.594670295715332
196,5.529900550842285,5.558157920837402
197,5.527422904968262,5.512142181396484
198,5.506319999694824,5.47470760345459
199,5.38645076751709,5.442741870880127
200,5.358269691467285,5.410406589508057
201,5.4065842628479,5.3848490715026855
202,5.357895851135254,5.364614486694336
203,5.305813312530518,5.339058876037598
204,5.284876823425293,5.295472621917725
205,5.2687482833862305,5.2695722579956055
206,5.286624908447266,5.2619218826293945
207,5.182521343231201,5.222355365753174
208,5.167607307434082,5.192404747009277
209,5.173202991485596,5.170095920562744
210,6.593554496765137,6.541541576385498
211,6.476309299468994,6.444369316101074
212,6.359018802642822,6.326827049255371
213,6.238617897033691,6.283495903015137
214,6.138317584991455,6.187094211578369
215,6.13324499130249,6.1165313720703125
216,6.035703182220459,6.03460168838501
217,5.975510120391846,5.96591854095459
218,5.913851737976074,5.915024757385254
219,5.835293769836426,5.853425025939941
220,5.822873115539551,5.807740211486816
221,5.810158729553223,5.743834018707275
222,5.696936130523682,5.707584381103516
223,5.677501201629639,5.674464225769043
224,5.60336446762085,5.630798816680908
225,5.557300090789795,5.588687896728516
226,5.527174472808838,5.547552108764648
227,5.509868144989014,5.524412631988525
228,5.462190628051758,5.474183082580566
229,5.393656253814697,5.4434285163879395
230,5.373222351074219,5.415528774261475
231,5.337475776672363,5.397629737854004
232,5.314312934875488,5.367919921875
233,5.290995121002197,5.335050106048584
234,5.247187614440918,5.30558967590332
235,5.186893463134766,5.266273021697998
236,5.223731994628906,5.25065803527832
237,5.2165069580078125,5.227229118347168
238,5.207034111022949,5.200633525848389
239,5.18014669418335,5.177877902984619
240,6.863461494445801,6.805513858795166
241,6.723692417144775,6.731184959411621
242,6.576943874359131,6.650459289550781
243,6.486601829528809,6.555298328399658
244,6.494195938110352,6.463972091674805
245,6.313971042633057,6.4057722091674805
246,6.278220176696777,6.321808338165283
247,6.256048202514648,6.260993003845215
248,6.247485637664795,6.185277462005615
249,6.175295352935791,6.1377272605896
250,6.034733772277832,6.082306861877441
251,6.132530212402344,6.033320903778076
252,5.963467121124268,5.977564811706543
253,5.9204840660095215,5.930139541625977
254,5.873409748077393,5.895287036895752
255,5.844743728637695,5.839842796325684
256,5.868235111236572,5.814844608306885
257,5.7582621574401855,5.775484561920166
258,5.811087131500244,5.732522487640381
259,5.703912734985352,5.707117080688477
260,5.672014236450195,5.677319526672363
261,5.635804653167725,5.643195629119873
262,5.478893280029297,5.617353439331055
263,5.537132263183594,5.596702575683594
264,5.600839614868164,5.536588191986084
265,5.471471786499023,5.5216450691223145
266,5.5018510818481445,5.5006608963012695
267,5.480187892913818,5.464984893798828
268,5.382893085479736,5.449981212615967
269,5.399055480957031,5.425389289855957
270,6.824989318847656,6.830702304840088
271,6.7788920402526855,6.730942249298096
272,6.6395745277404785,6.6270904541015625
273,6.498302459716797,6.54014778137207
274,6.42127799987793,6.476293087005615
275,6.36677360534668,6.396437644958496
276,6.262442588806152,6.328611373901367
277,6.297028541564941,6.251666069030762
278,6.149713516235352,6.195268630981445
279,6.1150736808776855,6.138680458068848
280,6.020393371582031,6.090816020965576
281,6.007511138916016,6.033498764038086
282,5.980398178100586,5.983384609222412
283,5.8682661056518555,5.935673713684082
284,5.921075344085693,5.9017767906188965
285,5.806099891662598,5.84769868850708
286,5.842045307159424,5.801837921142578
287,5.77086067199707,5.768635272979736
288,5.699222564697266,5.738140106201172
289,5.630704879760742,5.70797061920166
290,5.689316749572754,5.689003944396973
291,5.613121032714844,5.660577774047852
292,5.59181547164917,5.620045185089111
293,5.584495544433594,5.584326267242432
294,5.522675514221191,5.557609558105469
295,5.519754409790039,5.533624172210693
296,5.489786148071289,5.4838480949401855
